slug,last_commit_date,language,determination_tool,determination_date
Dcarrasquillam/Prueba-Tecnica-XpertGroup,2019-05-13T11:18:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
looigi/AGirlADay,2019-05-16T13:23:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
looigi/AggiornaAGAD,2019-05-16T13:27:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
s1ar2019/game-manager,2019-05-16T14:01:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
RIAWA/KTGCCAMH,2019-05-11T04:59:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
Krazy12345/vigilancias,2019-05-16T15:08:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
rabihsamara/MyShipping,2019-05-16T14:29:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
Cindemor/Hit-the-darts,2019-05-16T16:34:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
jaspearson/UWA-CS320-VB-Lottery-Jackpot,2019-05-16T16:46:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
natrivera/VB_Form_Class_Project,2019-05-16T16:52:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
frontflg/VBA_SpotLightImgCopy,2019-05-16T16:51:35Z,VBA,github-linguist 8.0.1,2024-10-10T09:08:16Z
FatehAK/platform-deck,2019-05-16T18:23:36Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T09:08:16Z
timothycryals/VisualBasic-MemoryGame,2019-05-16T18:36:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
HectorPuk/ADosCompanies,2019-05-16T19:24:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
krptodr/StackOverflow,2019-05-16T21:36:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
ZOulhadj/GradeCalculator,2019-05-16T22:34:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
MVIOLSH/SavingsCalculatorv2,2019-05-16T23:03:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
rathkealedgt/circle-class-HarryForrester,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/circle-class-ferguspitney,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/circle-class-161126trinityschoolsnz,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/circle-class-AnthonyVoice,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
lousi8/acgnd,2019-05-15T02:02:36Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T10:08:23Z
sacvaion/cake-shop,2019-05-15T02:28:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
giliadlaurent/Vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T10:08:23Z
WillBLEason/Code-Portfolio,2019-05-15T03:37:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/circle-class-EuanSchool,2019-05-15T03:48:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/circle-class-lmacri72,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
rathkealedgt/web-design-assessment-lmacri72,2019-05-15T04:06:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
shub786/Sports-Database-Application,2019-05-15T04:22:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
NathanielClarence/snakesandladder,2019-05-15T04:25:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
garmashv/CurvilinearMillingCoordinates,2019-05-15T05:48:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
w666x/VBAstudy,2019-05-15T06:16:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
GizmoNo/SouthPark-Clicker-Game,2019-05-15T07:32:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
km16/vba_examples,2019-05-15T08:26:23Z,VBA,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/Email-Client,2019-05-15T11:10:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
sho1884/PICT-PAPP,2019-05-15T10:59:43Z,VBA,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/CMD-Mockup-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/Keylogger-HotkeyShortcut-utility,2019-05-15T12:28:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
HectorPuk/ODataVB,2019-05-15T13:16:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
themissinglynk/Githubtest2,2019-05-06T16:19:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
teamwork001/Git-Demo,2019-05-15T13:44:20Z,TypeScript,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/simple-keylogger,2019-05-15T13:46:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
musumbidenis/Multi-Step-Form-Demo,2019-05-15T13:46:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
gianfrancofiorino/tp-no2-grupo_09,2019-05-13T14:42:56Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T10:08:23Z
mengzesam/vba-dll,2019-05-15T14:10:28Z,VBA,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/SWF-Flash-Player,2019-05-15T14:44:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
fedehartwig/tp-no2-g02-5b,2019-05-15T14:44:44Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T10:08:23Z
grigters/Visual-Basic-Scripting,2019-05-15T15:11:08Z,VBScript,github-linguist 8.0.1,2024-10-10T10:08:23Z
gchavez3385/TextProgram,2019-05-15T15:30:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/shutdown-manager,2019-05-15T15:32:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
gchavez3385/HomeUtilityAuditing,2019-05-15T15:38:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
gchavez3385/EnhancedHomeUtilityAuditing,2019-05-15T15:39:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
muhammadmoazzam/4GB-PS3-File-Splitter,2019-05-15T16:05:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
iamSushi/Regional-Anti-Cybercrime-Office-10,2019-05-15T16:17:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
Tapz1/Expense_Tracker,2019-05-15T17:38:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
dcayo156/DinoComercial,2019-05-15T18:44:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
li008772/geo,2019-05-15T19:46:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
diegobonilla98/brick-game-on-MM-BASIC,2019-05-15T20:38:48Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T10:08:23Z
diegobonilla98/Pong-game-in-Basic,2019-05-15T20:41:20Z,BASIC,github-linguist 8.0.1,2024-10-10T10:08:23Z
diegobonilla98/Snake-Game-in-Basic,2019-05-15T20:44:32Z,BASIC,github-linguist 8.0.1,2024-10-10T10:08:23Z
treserio/headsUpExcel,2019-05-15T21:19:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
normal10as/pg2-s19e201-variables-operaciones-fakumax,2019-05-15T21:26:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
xanimo/AspNetCore,2019-03-15T21:00:40Z,C#,github-linguist 8.0.1,2024-10-10T10:08:23Z
Craken420/Testing,2019-02-14T20:55:17Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T10:08:23Z
bpaynich/VBA-script-Microsoft-Excel,2019-05-15T23:21:27Z,VBA,github-linguist 8.0.1,2024-10-10T10:08:23Z
jtrent238/WindowsKiller,2019-05-15T23:43:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T10:08:23Z
BlueWarlock130/Github-Final-Project,2019-05-14T00:03:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
normal10as/pg2-s19e202-variables-operaciones-milagrosb02,2019-05-14T00:12:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
normal10as/pg2-s19e202-variables-operaciones-encinahector1,2019-05-14T00:18:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
normal10as/pg2-s19e202-variables-operaciones-caicer,2019-05-14T00:21:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
SUN-0613/ScreenKeyboad,2019-05-14T01:08:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
meawmuay/yulgang-change-titile,2019-05-14T01:34:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
patrickmoc/VMF-Reading-Tool,2019-05-14T02:47:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
ygy43/WebKataban,2019-05-14T03:06:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
normal10as/pg2-s19e202-variables-operaciones-gonzalotecheira95,2019-05-14T03:36:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
TakuyaTomioka/CAMP_TakuyaTomioka_22_laravel_project,2019-05-14T04:09:30Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T11:07:43Z
lanwoodall423/Turnt-Game,2019-05-14T04:41:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
tjhaihen/PurePOS-FO,2019-05-14T05:07:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
p17johnny/Closer-font-changer,2019-05-14T05:15:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
akitozero/personal_vba_code,2019-05-14T05:46:55Z,VBA,github-linguist 8.0.1,2024-10-10T11:07:43Z
jtaufiq1/StdASys,2019-05-14T08:34:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
zacchanaz/School-activities-management,2019-05-14T11:17:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
tjhaihen/PurePOS-BO,2019-05-14T13:21:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
gfscom/RunTool,2019-05-14T13:50:09Z,VBScript,github-linguist 8.0.1,2024-10-10T11:07:43Z
KentaTabuchi/SiftTable,2019-05-14T13:55:09Z,VBA,github-linguist 8.0.1,2024-10-10T11:07:43Z
sh-lu0/study-php,2019-05-14T14:10:05Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T11:07:43Z
weeksre/Electrophysiology_Shore_Lab,2019-05-14T14:38:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
softwaremined/Village_Syncromine_Latest,2019-05-14T14:43:57Z,C#,github-linguist 8.0.1,2024-10-10T11:07:43Z
guillaC/chess,2019-05-14T14:55:58Z,BASIC,github-linguist 8.0.1,2024-10-10T11:07:43Z
DesarrolloProsis/Telepeaje-2,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T11:07:43Z
AndreyVys/EnergyCollectorService,2019-05-14T15:04:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
boywonderstrikesback/Visual-Basic,2019-05-14T15:17:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
julenrojo12/TrivialOnlineSGTA,2019-05-14T15:17:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
Jose0425/PruebaPuntoVenta,2019-05-14T15:32:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
vanduirf/vba_projects,2019-05-14T16:16:31Z,VBA,github-linguist 8.0.1,2024-10-10T11:07:43Z
s17fox/tomatos_collecting_robot,2019-05-14T17:03:26Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T11:07:43Z
jporban/AccessTablesMetadata,2019-05-14T19:32:47Z,VBA,github-linguist 8.0.1,2024-10-10T11:07:43Z
inesqpereira/Proposta_trabalho,2019-05-14T19:35:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
multipetros/klepsydra,2019-05-14T20:43:55Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T11:07:43Z
asibra/Card-Encoding,2019-05-14T21:28:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
gen781/vbcrud,2019-05-14T21:55:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T11:07:43Z
SyafaMirzan/VB-Documentasi-ATM,2019-05-13T01:49:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
ricynlee/tws,2019-05-13T02:58:20Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T13:12:06Z
rmerrickTest/https-github,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T13:12:06Z
ptrtonull-workshop/CurriculumDesign,2019-05-13T03:28:53Z,C,github-linguist 8.0.1,2024-10-10T13:12:06Z
doodoodooley/MUFE-Transfer,2019-05-13T07:08:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
bluesnie/muke,2019-05-13T08:25:38Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T13:12:06Z
polonia/Issue-List-Resize,2019-05-13T08:45:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
ConstantinRom/ProgramHide,2019-05-13T09:55:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
tsubasaxZZZ/azure-icon,2019-05-13T11:03:39Z,VBA,github-linguist 8.0.1,2024-10-10T13:12:06Z
mahespth/vmware-vRealize-mailbox-filter,2019-05-13T12:00:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
njesse/Turnier-Anzeige-Beamer,2019-05-13T12:04:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
le-zan/maze-TransactionVerify,2019-05-13T12:59:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
wafokevin/Projet-de-gestion-des-patients,2019-05-13T14:27:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
SimonBarnett/MES,2019-05-13T14:44:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
dlarice/WindowsApp1,2019-05-13T14:41:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
SpanVincent/NAMINGG,2019-05-13T15:04:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
Club-Ethical-Hacking-CLUSIR-Rhone-Alpes/2019-xx-xx,2019-05-13T15:06:06Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T13:12:06Z
feliperodalves/VBA-tips-functions,2019-05-13T15:11:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
abhishekaj11/Fake-Recycle-bin,2019-05-13T15:32:27Z,VBScript,github-linguist 8.0.1,2024-10-10T13:12:06Z
ntcolonel/build-test-1,2019-05-13T14:39:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
up201806469/estadio,2019-05-13T15:51:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
matique77/RecherhcheXml,2019-05-13T15:52:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
tommay33/trscrub,2019-05-13T15:51:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
pacoyx/HolaMundoJenkins,2019-05-13T15:56:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
Jensen-kaz/SnakeGame,2019-05-13T16:06:40Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T13:12:06Z
tiendungvan89/ReplaceEx,2019-05-13T16:25:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
dave-kling/Excel_and_VBA,2019-05-13T16:37:27Z,VBScript,github-linguist 8.0.1,2024-10-10T13:12:06Z
normal10as/pg2-s19e202-variables-operaciones-ezequielangelrios,2019-05-13T17:03:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
mmeyer2k/airdrive,2019-05-13T17:36:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
LeddaZ/CalcoloVoti,2019-05-13T17:47:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
levykrak/cwiartka,2019-05-13T18:36:57Z,FreeBasic,github-linguist 8.0.1,2024-10-10T13:12:06Z
muhammadmoazzam/Ping-Tool-GUI,2019-05-13T19:31:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
normal10as/pg2-s19e101-hola-mundo-caicer,2019-05-13T19:57:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
tduszyk/TheVBAofWallStreet,2019-05-13T20:05:27Z,VBScript,github-linguist 8.0.1,2024-10-10T13:12:06Z
gitlarryf/Uptime,2019-05-13T20:21:50Z,VBScript,github-linguist 8.0.1,2024-10-10T13:12:06Z
moyack/Apriori-VB6,2019-05-13T21:09:22Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T13:12:06Z
hamza-zoumhani/vb-hello-world,2019-05-13T23:24:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
hamza-zoumhani/Tutorial2,2019-05-13T23:53:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T13:12:06Z
tempshadow/Visual-Basic,2019-05-12T00:13:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
SweetIceLolly/Crack-Me,2019-05-12T04:58:01Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T14:07:33Z
omidabc/docker-compose,2019-05-11T19:15:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T14:07:33Z
andre-bisa/Gestionale-Clienti-vecchio,2019-05-12T08:14:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
SimonBarnett/tru3pl,2019-05-12T09:23:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
creatio313/jhtransform,2019-05-12T09:52:29Z,VBA,github-linguist 8.0.1,2024-10-10T14:07:33Z
xWarpx/HitStrike,2019-05-12T11:22:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
AnErrupTion/AutoclickMaker,2019-05-12T13:24:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
korzynski/FilmScriptConverter,2019-05-12T17:17:50Z,VBScript,github-linguist 8.0.1,2024-10-10T14:07:33Z
SION2019/SoftClinico,2019-04-29T00:47:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
SION2019/SoftClinico2019,2019-05-12T20:09:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T14:07:33Z
bobobobosu/project-management-toolbox-for-excel,2019-05-12T20:17:25Z,VBA,github-linguist 8.0.1,2024-10-10T14:07:33Z
lyxsoft/HideDriver,2019-05-11T00:15:39Z,VBScript,github-linguist 8.0.1,2024-10-10T15:07:38Z
SmittyWerbenjagermanjansen/Project-Phase-IV,2019-05-11T01:06:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
Jpmerida/JRM--JP-UniversalWindows-,2019-05-11T04:38:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
csu-hci-projects/On-Nails-User-Interfaces-v1,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T15:07:38Z
Furuchiru/connect4,2019-05-11T05:10:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
frostnl/excel-framework,2019-05-11T05:20:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
GiriAakula/Subtitle-Nametagging-VBA-Macro,2019-05-11T06:13:28Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T15:07:38Z
masoudmghd/QuotedSignature,2019-01-08T14:02:10Z,VBA,github-linguist 8.0.1,2024-10-10T15:07:38Z
Devil7-Softwares/Excel-to-Tally-for-GST,2019-05-11T08:09:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
rajatrai159/Billing-System,2019-05-11T08:23:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
gimus/Permus-Tesi,2019-05-11T09:14:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
AgureDa2019/ExcelVBA01_CreateSQL,2019-05-11T13:42:17Z,VBA,github-linguist 8.0.1,2024-10-10T15:07:38Z
AnErrupTion/ConfigParser,2019-05-11T14:15:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
IchiroNoguchi/gagaga,2019-05-11T15:03:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T15:07:38Z
RownakCodes/Banking-System,2019-05-11T16:55:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
jamesneil10/Wall-Street-trends-using-VBA,2019-05-11T20:16:34Z,VBA,github-linguist 8.0.1,2024-10-10T15:07:38Z
peteraellig/CasparGPIO,2019-05-11T20:31:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
Amospikins/Multi-Screen-Timer,2019-05-11T21:03:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T15:07:38Z
DWidel/ZilObjectVisualizer,2019-05-10T00:21:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
jbernett/SimonVB,2019-05-10T02:35:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
dim505/AMS,2019-05-10T03:04:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
txvnt/nbams,2019-05-10T03:29:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
vahidsarfi/Current_Capacity,2019-05-10T04:07:55Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T16:08:30Z
tutorialevap/Programa,2019-05-10T04:11:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
lsahidin/VidioDownloader,2019-05-10T04:45:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
Brian3010/battleship,2019-05-10T05:57:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
donaldalforque/PeakResto,2019-05-10T07:31:57Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T16:08:30Z
rivest-systems/Property-Management-System,2019-05-10T10:58:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
h1542462994/classtable,2019-05-10T11:12:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
GulsumAlbayrak/kitap-,2019-05-10T11:11:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
akasse/docker-keycloak-mysql,2019-05-10T12:19:28Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T16:08:30Z
openimis/feedback_prompt_service_vb,2018-09-25T11:13:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
openimis/assign_photo_service_vb,2018-09-25T11:35:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
openimis/backup_service_vb,2018-09-25T11:27:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
openimis/policy_renewal_service_vb,2018-09-25T10:25:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
Pratyush2703/vbs-troll-files,2019-05-10T16:53:59Z,VBScript,github-linguist 8.0.1,2024-10-10T16:08:30Z
liusitan/Useful_tools_saving_life,2019-05-10T17:12:21Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T16:08:30Z
MarvelisSoftware/Tools,2019-05-10T17:57:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
LMGiJason/PathTracerForSolidEdge,2019-05-10T18:44:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
bskinn/outlook-atchmgr,2016-10-15T04:29:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
bskinn/excel-mregress,2017-08-03T18:10:36Z,VBA,github-linguist 8.0.1,2024-10-10T16:08:30Z
south32-fan-projects/vbs-libraries,2019-05-10T19:42:15Z,VBScript,github-linguist 8.0.1,2024-10-10T16:08:30Z
mulrooneyju/PhaseFour,2019-05-10T20:11:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
ChetCromer/C2IT-IT-Tools,2019-05-10T20:26:34Z,VBScript,github-linguist 8.0.1,2024-10-10T16:08:30Z
ruika-pph/CdToMusicFile,2019-05-10T20:45:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
HalnyGit/vba,2019-05-10T21:20:38Z,VBA,github-linguist 8.0.1,2024-10-10T16:08:30Z
cedir/imprime,2019-05-10T22:07:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
jtrent238/BitcoinClicker,2019-05-10T22:14:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T16:08:30Z
jeigh/InternetMonitor,2019-05-09T00:22:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T17:08:33Z
optoisolated/Long-File-Path-Tool,2019-04-28T22:51:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T17:08:33Z
pzpinfo/bkjnkj,2019-05-09T02:00:36Z,FreeBasic,github-linguist 8.0.1,2024-10-10T17:08:33Z
cemakkus1969/Transform,2019-05-09T02:36:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T17:08:33Z
TheRemote/OdysseyClassic,2019-05-09T03:11:38Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T17:08:33Z
benjamin-shi/AIMHanXinCode,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T17:08:33Z
jtabke/PIC16F88,2019-05-09T04:07:04Z,B4X,github-linguist 8.0.1,2024-10-10T17:08:33Z
KohrAhr/DemoGROGPRO,2019-05-09T04:39:12Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T17:08:33Z
